Room_Width,Room_Height,Furniture_Placement
9,9,"Chair(5,0);Wardrobe(0,2);Bed(0,7);Wardrobe(4,0);Desk(2,4)"
12,11,"Wardrobe(5,0);Bookshelf(9,3);Wardrobe(8,5);Chair(6,5);Bed(8,7)"
9,8,"Table(7,6);Bookshelf(2,6);Bed(3,6);Sofa(0,6)"
11,8,"Desk(1,7);Bed(0,6);Table(2,4)"
11,10,"Table(6,3);Desk(0,7);Desk(5,5)"
13,13,"Wardrobe(11,3);Chair(0,9);Bed(6,5);Dining Table(9,10);Table(6,0)"
12,12,"Desk(2,4);Bed(2,2);Chair(1,2)"
9,10,"Wardrobe(1,3);Wardrobe(7,1);Desk(5,8);Wardrobe(0,4)"
8,14,"Bed(2,5);Dining Table(3,2);Dining Table(4,6);Bed(2,10);Table(6,9)"
10,12,"Desk(1,9);Wardrobe(4,9);Chair(5,4);Bed(0,7);Desk(1,7)"
8,9,"Bed(3,1);Sofa(4,4);Bed(0,5);Bookshelf(0,5)"
10,8,"Bookshelf(6,6);Dining Table(3,3);Desk(7,5);Dining Table(0,2);Wardrobe(8,1)"
14,11,"Sofa(7,1);Bookshelf(12,9);Desk(11,1)"
12,8,"Chair(11,6);Desk(8,1);Sofa(2,5)"
12,11,"Desk(5,1);Sofa(9,9);Sofa(8,6);Dining Table(6,2);Dining Table(8,4)"
9,10,"Chair(6,5);Wardrobe(5,6);Bookshelf(3,0);Wardrobe(0,1);Table(3,3)"
14,12,"Wardrobe(10,2);Sofa(1,3);Dining Table(1,6)"
13,8,"Bed(4,6);Table(11,1);Table(0,5);Desk(5,7)"
14,10,"Desk(7,0);Wardrobe(12,3);Sofa(11,4)"
8,12,"Sofa(3,7);Bookshelf(2,0);Dining Table(5,7);Wardrobe(3,2)"
14,9,"Chair(1,0);Table(11,2);Table(5,1);Bed(2,7)"
10,13,"Bed(1,10);Sofa(2,8);Sofa(6,7);Table(4,9);Table(2,4)"
12,8,"Bed(2,4);Table(3,5);Sofa(9,3);Wardrobe(8,5);Bed(2,1)"
12,14,"Wardrobe(10,9);Dining Table(2,8);Dining Table(2,0)"
14,14,"Sofa(6,8);Table(10,8);Desk(1,12)"
11,9,"Desk(8,3);Chair(6,4);Bookshelf(1,1);Dining Table(7,4)"
10,11,"Bed(6,7);Desk(7,2);Sofa(6,8)"
13,8,"Chair(12,3);Dining Table(1,2);Table(0,4);Sofa(9,3);Wardrobe(3,2)"
13,9,"Bed(2,3);Chair(1,0);Desk(9,8);Wardrobe(9,5)"
10,12,"Desk(4,3);Sofa(2,3);Chair(1,11)"
10,9,"Table(8,2);Sofa(5,3);Table(2,4);Wardrobe(3,1)"
11,10,"Desk(7,5);Chair(2,6);Desk(1,8);Bed(4,7)"
13,13,"Sofa(6,3);Bookshelf(10,3);Desk(6,8)"
14,12,"Bookshelf(7,9);Desk(2,4);Wardrobe(10,6);Bed(6,0);Chair(2,1)"
12,11,"Bed(0,4);Bookshelf(8,9);Sofa(8,1);Table(2,4)"
9,10,"Bookshelf(7,0);Sofa(0,4);Bookshelf(0,5);Desk(6,3)"
14,14,"Bed(1,2);Bookshelf(3,5);Bookshelf(6,4);Bed(10,11);Table(1,2)"
10,9,"Wardrobe(6,0);Chair(3,7);Sofa(3,4)"
12,8,"Bookshelf(0,4);Chair(5,3);Bookshelf(7,4);Wardrobe(2,3);Table(4,2)"
11,8,"Dining Table(7,0);Bookshelf(1,2);Chair(6,0);Dining Table(3,5)"
8,13,"Table(6,4);Table(2,10);Bookshelf(1,11)"
9,10,"Bed(0,8);Bookshelf(4,2);Wardrobe(5,0)"
8,9,"Bed(2,2);Dining Table(1,5);Desk(4,5)"
8,8,"Dining Table(1,1);Sofa(3,5);Desk(5,7);Desk(3,6);Wardrobe(5,4)"
13,8,"Desk(1,5);Desk(6,5);Bed(9,1)"
8,14,"Bookshelf(4,2);Sofa(5,6);Bookshelf(4,1);Chair(4,13)"
13,10,"Table(9,5);Table(3,3);Table(7,6);Bed(1,6)"
8,14,"Bookshelf(2,12);Wardrobe(2,4);Bed(4,9)"
14,11,"Dining Table(10,7);Dining Table(3,4);Table(3,7);Chair(7,8);Dining Table(2,7)"
9,8,"Chair(5,3);Table(4,2);Sofa(3,3);Bookshelf(7,2)"
8,8,"Table(2,5);Chair(0,5);Desk(1,1);Sofa(3,0)"
14,13,"Bed(9,7);Bookshelf(1,2);Sofa(10,2)"
9,9,"Bookshelf(3,2);Chair(0,1);Desk(2,7);Chair(1,3)"
8,14,"Chair(2,4);Bookshelf(5,12);Desk(4,6);Chair(2,1);Wardrobe(2,8)"
13,12,"Dining Table(10,9);Bookshelf(11,1);Sofa(3,7)"
9,12,"Bookshelf(0,10);Chair(3,7);Desk(6,2)"
11,11,"Bed(6,1);Bed(5,0);Sofa(6,2);Desk(5,0);Dining Table(0,3)"
10,12,"Wardrobe(7,4);Sofa(7,9);Desk(7,7);Wardrobe(5,2);Dining Table(5,9)"
12,14,"Wardrobe(2,6);Table(10,11);Desk(6,6)"
14,14,"Sofa(11,12);Sofa(4,0);Wardrobe(7,4);Wardrobe(6,4)"
10,10,"Table(2,0);Desk(7,2);Chair(0,6);Bookshelf(7,4)"
12,8,"Chair(5,1);Chair(10,4);Chair(0,3);Dining Table(6,2);Wardrobe(0,1)"
14,8,"Dining Table(3,1);Dining Table(8,0);Sofa(2,4)"
9,14,"Bookshelf(0,2);Table(7,9);Bed(3,4);Chair(7,1);Desk(6,4)"
10,10,"Table(7,2);Desk(3,6);Table(8,0);Chair(3,2);Sofa(1,7)"
11,12,"Bed(1,0);Table(1,0);Wardrobe(3,8);Wardrobe(7,4)"
8,12,"Dining Table(4,3);Bookshelf(5,0);Sofa(0,7);Chair(1,4);Sofa(0,5)"
10,12,"Bookshelf(3,5);Table(7,8);Bookshelf(1,1);Wardrobe(0,9)"
9,13,"Bed(4,8);Wardrobe(5,3);Dining Table(0,4);Bookshelf(5,5)"
13,14,"Bed(4,8);Table(2,7);Desk(4,7);Bookshelf(7,6);Desk(9,1)"
9,14,"Bed(4,5);Sofa(5,10);Dining Table(1,3)"
10,11,"Sofa(4,6);Table(3,7);Dining Table(6,5)"
14,9,"Bed(2,5);Sofa(11,6);Bed(5,5);Dining Table(8,5)"
12,11,"Bed(4,6);Sofa(2,4);Chair(4,3);Table(6,6);Desk(1,7)"
11,13,"Bed(1,8);Bed(0,7);Wardrobe(0,6);Wardrobe(2,4);Table(3,9)"
11,13,"Wardrobe(7,6);Desk(2,8);Dining Table(2,7);Sofa(5,6)"
8,9,"Chair(3,1);Bookshelf(4,3);Chair(0,2);Bed(0,3)"
14,9,"Chair(0,4);Chair(8,4);Sofa(1,6);Sofa(4,7);Bed(7,0)"
13,10,"Table(5,2);Table(6,8);Sofa(8,8)"
14,8,"Bed(10,5);Desk(1,4);Desk(2,1);Sofa(2,5)"
8,13,"Desk(3,3);Bed(0,4);Desk(3,3);Bed(2,1)"
8,10,"Desk(1,3);Sofa(4,1);Bookshelf(1,8)"
10,8,"Bookshelf(6,2);Dining Table(3,0);Wardrobe(2,1);Chair(2,5)"
11,9,"Table(0,0);Chair(2,7);Chair(10,8)"
8,13,"Dining Table(4,10);Wardrobe(3,5);Chair(1,1);Chair(2,3);Desk(3,5)"
10,13,"Chair(4,6);Chair(2,5);Bed(2,7);Desk(1,1);Table(2,8)"
14,10,"Bed(9,5);Sofa(7,6);Dining Table(9,5);Bookshelf(3,6);Wardrobe(6,4)"
12,10,"Wardrobe(10,5);Sofa(7,8);Bookshelf(10,0)"
11,12,"Chair(4,5);Table(0,5);Chair(0,7);Chair(7,4);Table(1,3)"
13,9,"Table(7,1);Sofa(6,5);Sofa(0,2);Bookshelf(0,0)"
14,13,"Bookshelf(10,1);Table(1,1);Dining Table(0,0);Wardrobe(8,5)"
13,9,"Desk(4,3);Dining Table(5,3);Sofa(4,2);Table(9,3)"
9,13,"Wardrobe(4,8);Wardrobe(1,2);Bed(2,1);Bookshelf(5,11)"
13,14,"Wardrobe(10,6);Wardrobe(4,0);Chair(6,11);Desk(10,0)"
10,14,"Table(5,5);Desk(4,10);Sofa(3,1);Desk(6,0);Dining Table(6,5)"
8,13,"Dining Table(2,6);Chair(3,2);Wardrobe(4,5);Bed(0,1);Dining Table(5,9)"
11,9,"Bookshelf(2,0);Desk(3,4);Bookshelf(1,6);Sofa(1,4)"
12,10,"Bed(8,4);Wardrobe(2,7);Desk(2,5)"
9,8,"Sofa(6,6);Bed(3,5);Bed(4,5);Bookshelf(5,6);Chair(2,0)"
11,12,"Wardrobe(3,8);Bookshelf(6,10);Table(8,9);Dining Table(7,1);Wardrobe(8,7)"
12,9,"Chair(11,6);Table(9,7);Table(5,7);Table(3,5);Dining Table(7,0)"
13,13,"Bookshelf(7,9);Dining Table(7,5);Sofa(1,4);Bookshelf(8,10)"
8,14,"Bookshelf(0,2);Desk(2,8);Sofa(5,1)"
14,13,"Sofa(10,5);Sofa(3,0);Bookshelf(2,10);Sofa(0,8);Chair(11,6)"
11,8,"Table(3,6);Dining Table(4,0);Bed(0,6);Dining Table(4,0);Bed(5,0)"
12,9,"Table(7,6);Sofa(8,7);Table(7,0);Chair(5,1);Chair(2,3)"
11,9,"Wardrobe(0,0);Bookshelf(3,0);Chair(7,2)"
14,14,"Bookshelf(9,0);Dining Table(7,8);Dining Table(2,4);Desk(3,10)"
12,11,"Chair(3,3);Bed(4,1);Bookshelf(7,2);Table(3,3);Bookshelf(10,6)"
13,11,"Dining Table(8,0);Wardrobe(10,7);Desk(6,10);Desk(3,6)"
10,13,"Bookshelf(0,3);Bookshelf(3,8);Dining Table(7,6);Dining Table(2,7);Desk(7,5)"
11,10,"Chair(10,3);Wardrobe(1,1);Sofa(8,0);Bed(4,1)"
10,14,"Dining Table(2,6);Wardrobe(6,8);Bookshelf(7,4);Bookshelf(4,8)"
8,13,"Desk(1,6);Desk(2,11);Dining Table(2,8)"
11,12,"Chair(1,0);Wardrobe(2,9);Bookshelf(0,3);Bookshelf(9,3)"
9,14,"Dining Table(0,3);Dining Table(0,3);Sofa(5,6);Wardrobe(4,7)"
12,9,"Desk(1,4);Table(4,2);Table(2,1);Dining Table(5,4)"
9,8,"Chair(6,0);Chair(6,0);Table(0,0);Sofa(3,0);Desk(5,7)"
11,13,"Bed(1,7);Dining Table(6,8);Sofa(7,4);Desk(2,2);Bookshelf(4,10)"
12,8,"Table(0,4);Chair(1,7);Chair(1,7);Bed(1,5)"
10,9,"Sofa(1,4);Dining Table(5,3);Table(0,5)"
14,13,"Dining Table(11,6);Chair(13,4);Dining Table(2,5)"
13,14,"Chair(9,1);Bed(1,9);Desk(7,6);Dining Table(6,2);Bed(0,7)"
9,14,"Table(3,12);Table(0,0);Dining Table(3,2)"
14,8,"Bed(3,3);Bookshelf(2,1);Bed(3,0);Sofa(2,4)"
13,11,"Wardrobe(1,1);Bookshelf(7,4);Bookshelf(9,9)"
12,12,"Chair(5,3);Wardrobe(3,6);Desk(5,3)"
13,13,"Desk(7,6);Wardrobe(3,1);Wardrobe(5,9);Chair(10,10)"
13,12,"Sofa(8,1);Wardrobe(9,5);Desk(2,3)"
13,10,"Sofa(2,8);Bookshelf(10,8);Bed(1,1);Wardrobe(1,1)"
13,8,"Bed(3,5);Bed(3,2);Chair(1,1);Bookshelf(8,1);Sofa(0,4)"
10,11,"Wardrobe(2,8);Sofa(4,7);Wardrobe(0,0)"
11,13,"Wardrobe(6,6);Chair(8,7);Desk(7,8);Desk(8,1);Bed(0,4)"
9,14,"Sofa(0,1);Desk(5,11);Table(7,8);Desk(1,10);Wardrobe(6,7)"
13,8,"Wardrobe(2,3);Bookshelf(10,2);Desk(2,5)"
8,14,"Chair(2,1);Sofa(1,2);Wardrobe(1,2);Dining Table(3,1);Chair(4,8)"
8,8,"Table(1,5);Sofa(5,4);Desk(3,2);Table(2,1);Desk(5,1)"
10,14,"Bed(5,10);Dining Table(1,11);Sofa(6,3)"
13,8,"Wardrobe(5,2);Sofa(10,3);Dining Table(1,1);Sofa(6,5);Chair(5,4)"
14,14,"Table(6,7);Bookshelf(12,3);Desk(2,7);Sofa(4,12)"
13,14,"Bed(1,0);Wardrobe(10,6);Dining Table(9,0)"
8,14,"Bookshelf(5,2);Table(2,3);Sofa(5,5)"
10,9,"Table(7,7);Wardrobe(8,5);Chair(4,4);Dining Table(1,0)"
8,10,"Dining Table(2,2);Wardrobe(6,5);Wardrobe(5,4);Bed(2,4)"
9,12,"Chair(4,5);Wardrobe(2,3);Dining Table(1,7)"
11,8,"Chair(4,0);Dining Table(3,2);Wardrobe(4,0);Wardrobe(4,1);Desk(5,5)"
8,13,"Wardrobe(1,6);Bed(3,2);Bed(1,8);Desk(1,9)"
12,8,"Wardrobe(7,3);Bed(0,0);Sofa(2,6)"
8,9,"Chair(0,2);Chair(2,1);Sofa(0,7);Sofa(3,3)"
10,13,"Bed(6,5);Wardrobe(5,6);Desk(0,0)"
8,14,"Desk(0,8);Bookshelf(6,9);Bed(4,11);Bookshelf(6,7)"
13,11,"Bookshelf(1,8);Wardrobe(3,6);Table(8,0)"
9,14,"Table(5,5);Table(0,10);Dining Table(6,3);Desk(6,4)"
12,13,"Table(4,7);Desk(3,0);Wardrobe(10,6);Sofa(4,5);Dining Table(1,7)"
9,9,"Dining Table(0,6);Bookshelf(2,6);Table(2,7);Chair(7,3);Dining Table(4,2)"
11,13,"Bookshelf(4,0);Bed(0,1);Table(5,11);Bookshelf(1,9)"
10,8,"Dining Table(0,4);Sofa(6,2);Sofa(6,5);Wardrobe(1,5)"
9,14,"Dining Table(5,6);Table(1,4);Wardrobe(2,2);Wardrobe(0,9);Bed(3,0)"
9,8,"Table(4,1);Desk(5,5);Dining Table(3,5);Dining Table(3,1);Desk(5,7)"
9,14,"Chair(5,2);Desk(2,11);Bookshelf(6,3);Table(3,12)"
13,14,"Bed(0,12);Table(0,9);Dining Table(7,10);Wardrobe(2,9)"
8,10,"Chair(4,7);Wardrobe(6,5);Table(5,2)"
14,10,"Sofa(11,6);Bookshelf(12,2);Wardrobe(7,7);Sofa(4,4)"
13,13,"Desk(5,3);Dining Table(3,9);Table(5,11);Table(5,8);Sofa(5,3)"
13,14,"Sofa(7,9);Table(5,10);Wardrobe(8,2);Sofa(7,0);Table(4,10)"
8,9,"Chair(3,1);Bookshelf(1,7);Bookshelf(2,6);Table(6,1)"
13,14,"Bed(0,6);Dining Table(3,6);Bed(0,11);Table(0,5)"
10,8,"Bookshelf(2,5);Dining Table(7,1);Table(0,2);Chair(5,6);Bed(5,3)"
8,9,"Chair(2,8);Dining Table(5,5);Bookshelf(0,7);Table(0,7)"
10,9,"Sofa(1,3);Wardrobe(2,2);Chair(5,2);Bed(4,0);Table(5,0)"
12,8,"Dining Table(5,2);Desk(8,4);Table(2,5);Table(1,0)"
14,11,"Table(1,1);Table(1,0);Wardrobe(5,4);Chair(1,8);Bed(0,9)"
12,11,"Bed(6,8);Bookshelf(8,8);Dining Table(9,1);Bookshelf(9,3)"
14,9,"Dining Table(1,3);Dining Table(5,5);Bed(7,3)"
14,8,"Bed(4,1);Wardrobe(6,3);Wardrobe(4,2)"
8,9,"Bookshelf(3,2);Table(0,5);Bed(0,5);Table(0,6);Bookshelf(6,4)"
12,14,"Bed(3,11);Bed(2,10);Bed(4,8);Bookshelf(9,6)"
12,12,"Desk(3,5);Bed(8,3);Desk(3,7)"
8,10,"Table(0,2);Desk(3,5);Table(1,5);Chair(6,3);Dining Table(2,7)"
14,10,"Wardrobe(3,3);Table(9,0);Sofa(10,4);Desk(9,3);Wardrobe(6,7)"
14,9,"Bed(9,7);Chair(11,8);Bookshelf(1,1)"
14,14,"Table(2,5);Bookshelf(12,11);Chair(6,13);Bed(10,9)"
13,14,"Table(5,4);Sofa(2,7);Table(11,1);Desk(3,4);Chair(11,12)"
11,9,"Desk(5,1);Bed(0,7);Wardrobe(0,1);Bed(1,1)"
9,9,"Bed(5,3);Chair(1,6);Wardrobe(0,3);Sofa(6,3);Table(1,6)"
12,9,"Desk(9,8);Sofa(2,4);Dining Table(7,4);Table(4,7);Desk(0,8)"
12,9,"Bed(7,2);Chair(5,4);Table(4,5)"
14,13,"Bed(6,10);Bed(3,10);Bed(5,7);Bed(7,7);Table(3,4)"
10,9,"Table(2,2);Bookshelf(7,3);Dining Table(6,1);Sofa(3,6)"
10,9,"Chair(7,7);Bed(0,4);Table(4,7)"
12,14,"Table(0,0);Table(4,8);Dining Table(7,9);Bookshelf(7,1);Dining Table(6,6)"
9,13,"Desk(6,4);Bed(0,6);Chair(1,8);Chair(4,12)"
8,14,"Bed(2,2);Desk(2,8);Sofa(4,0);Sofa(3,12)"
13,10,"Bookshelf(2,3);Sofa(0,2);Table(9,7);Table(2,5);Chair(2,7)"
11,14,"Table(6,8);Chair(3,0);Dining Table(6,7);Dining Table(8,0)"
8,8,"Table(6,6);Table(3,5);Table(2,4);Bookshelf(0,1)"
11,13,"Bed(0,6);Sofa(6,3);Wardrobe(1,4)"
12,10,"Dining Table(8,2);Dining Table(5,6);Desk(1,6);Desk(0,8);Dining Table(1,7)"
10,11,"Sofa(1,6);Chair(4,4);Chair(6,7)"
13,12,"Sofa(2,6);Chair(6,5);Chair(9,3);Table(9,1);Sofa(2,2)"
11,8,"Desk(5,7);Bookshelf(2,1);Sofa(8,5)"
10,11,"Dining Table(6,8);Bed(2,1);Wardrobe(4,4);Table(4,0);Sofa(7,1)"
12,9,"Table(6,4);Chair(11,8);Dining Table(2,5);Wardrobe(4,1)"
10,12,"Chair(7,4);Bed(6,0);Dining Table(2,6);Sofa(6,4);Chair(5,4)"
13,9,"Chair(3,6);Wardrobe(10,6);Bed(8,7);Bed(5,2)"
10,8,"Chair(4,5);Bookshelf(1,3);Table(4,3);Sofa(0,0)"
8,9,"Wardrobe(6,3);Chair(7,1);Dining Table(4,6)"
12,14,"Bookshelf(10,11);Bookshelf(9,6);Desk(0,4);Dining Table(7,4);Wardrobe(3,11)"
10,14,"Bookshelf(0,10);Wardrobe(6,2);Table(1,7);Sofa(4,4);Dining Table(6,11)"
11,8,"Chair(4,3);Desk(2,7);Desk(2,5);Bookshelf(8,2);Table(4,4)"
9,13,"Desk(6,4);Chair(5,6);Dining Table(4,0);Wardrobe(2,9);Sofa(3,7)"
8,11,"Wardrobe(1,2);Bookshelf(2,6);Bed(2,3);Bed(0,6)"
10,11,"Table(7,5);Table(5,8);Wardrobe(0,3);Table(0,0)"
10,11,"Bookshelf(5,5);Bed(5,9);Table(6,5);Table(7,5);Bed(4,2)"
13,11,"Sofa(9,3);Chair(1,0);Sofa(4,2)"
13,11,"Dining Table(1,8);Desk(1,5);Desk(1,2)"
12,9,"Bookshelf(8,0);Bookshelf(5,5);Sofa(4,4);Bookshelf(7,0)"
13,12,"Chair(11,6);Dining Table(8,6);Chair(12,6);Wardrobe(8,9)"
8,8,"Dining Table(5,5);Bed(1,4);Wardrobe(4,2)"
14,12,"Bookshelf(10,7);Chair(10,10);Bookshelf(5,10);Sofa(11,10)"
10,14,"Bed(4,0);Dining Table(2,2);Bed(4,6)"
11,12,"Wardrobe(4,0);Wardrobe(3,5);Bed(4,8);Desk(4,11)"
9,10,"Desk(3,6);Chair(6,8);Desk(6,7);Wardrobe(5,0)"
13,9,"Chair(0,7);Desk(3,5);Wardrobe(4,1);Wardrobe(10,4);Dining Table(6,6)"
11,14,"Desk(2,12);Bed(1,4);Dining Table(4,4)"
9,11,"Sofa(4,7);Sofa(1,6);Wardrobe(1,6);Bed(2,3)"
13,11,"Dining Table(1,7);Sofa(0,8);Bed(0,0)"
9,12,"Bookshelf(0,9);Chair(3,7);Dining Table(5,8);Chair(5,3)"
14,13,"Chair(5,5);Bookshelf(3,0);Bookshelf(5,10);Bookshelf(5,1)"
13,12,"Sofa(2,1);Bed(7,9);Desk(8,0)"
10,12,"Wardrobe(7,3);Table(7,8);Chair(5,5);Table(5,5);Desk(7,5)"
8,10,"Dining Table(3,3);Bed(3,2);Table(5,3);Bookshelf(6,6);Table(6,6)"
14,13,"Table(6,7);Bed(4,5);Desk(6,8);Dining Table(10,1);Bed(1,9)"
14,11,"Sofa(3,3);Dining Table(6,2);Bookshelf(0,0);Dining Table(0,3);Desk(1,0)"
8,8,"Sofa(2,1);Desk(3,5);Bookshelf(1,6)"
10,14,"Sofa(3,12);Table(4,0);Sofa(5,1);Sofa(2,2);Sofa(4,8)"
13,14,"Sofa(0,4);Bookshelf(4,2);Sofa(1,6);Wardrobe(6,4);Chair(9,7)"
12,12,"Bed(3,0);Bookshelf(8,2);Dining Table(4,7);Desk(3,2);Sofa(9,7)"
13,13,"Table(0,3);Wardrobe(10,6);Bed(7,6);Bed(2,5);Desk(7,1)"
11,10,"Dining Table(4,0);Wardrobe(3,0);Chair(0,7);Desk(0,1);Dining Table(0,5)"
14,11,"Bed(5,2);Dining Table(8,3);Desk(8,7)"
12,11,"Wardrobe(8,0);Bookshelf(4,7);Wardrobe(10,0);Desk(1,7);Wardrobe(1,3)"
8,10,"Bed(3,3);Dining Table(2,3);Table(6,7);Wardrobe(3,1);Bookshelf(0,1)"
9,9,"Desk(1,3);Bookshelf(5,7);Wardrobe(4,1);Sofa(1,3);Wardrobe(1,6)"
14,11,"Sofa(8,4);Bookshelf(1,3);Bed(8,1)"
8,14,"Bed(0,8);Desk(4,2);Wardrobe(0,1);Wardrobe(2,2)"
9,12,"Sofa(1,0);Bookshelf(4,7);Dining Table(0,0)"
11,12,"Wardrobe(1,6);Dining Table(3,3);Wardrobe(4,8);Dining Table(2,6)"
10,12,"Table(1,6);Sofa(0,8);Sofa(5,6)"
8,11,"Desk(0,4);Table(6,2);Bookshelf(3,0);Sofa(1,2)"
9,13,"Chair(1,3);Chair(2,1);Dining Table(0,1);Desk(3,0)"
11,10,"Wardrobe(7,2);Sofa(1,5);Sofa(6,6)"
8,14,"Chair(0,6);Wardrobe(4,11);Bed(3,11);Dining Table(0,5);Wardrobe(0,3)"
13,13,"Bed(3,0);Chair(5,0);Desk(1,9);Dining Table(2,5)"
11,14,"Desk(3,0);Sofa(7,4);Dining Table(8,1);Bed(2,4)"
10,10,"Chair(9,4);Chair(4,7);Bed(2,4);Table(4,1)"
14,10,"Bed(2,5);Table(7,1);Table(7,6)"
11,11,"Wardrobe(2,6);Desk(0,8);Dining Table(8,5);Chair(5,9)"
8,14,"Desk(4,6);Table(5,4);Desk(4,4);Chair(5,8);Sofa(0,0)"
13,9,"Desk(2,6);Bed(5,1);Bed(7,7);Bookshelf(3,0)"
10,14,"Bed(1,10);Dining Table(0,2);Wardrobe(7,8);Sofa(4,3)"
14,11,"Sofa(2,3);Desk(8,3);Desk(11,6);Sofa(1,5)"
14,8,"Dining Table(10,2);Sofa(9,2);Dining Table(1,0);Sofa(3,5)"
13,14,"Bookshelf(1,11);Bookshelf(7,12);Sofa(3,11);Bookshelf(4,1)"
13,13,"Table(6,7);Bed(8,0);Dining Table(0,10)"
12,14,"Sofa(9,12);Bed(4,6);Wardrobe(3,3);Sofa(7,8);Sofa(4,7)"
13,11,"Bookshelf(11,2);Sofa(3,3);Desk(2,10);Desk(10,1);Sofa(0,6)"
14,12,"Chair(9,0);Sofa(5,1);Desk(9,4);Chair(5,7);Dining Table(0,8)"
13,12,"Table(6,5);Desk(9,5);Bookshelf(8,0);Sofa(4,3);Bed(0,1)"
12,11,"Wardrobe(8,6);Bookshelf(6,1);Bookshelf(7,1);Table(0,8);Dining Table(5,5)"
12,10,"Desk(2,0);Desk(4,7);Sofa(9,2);Desk(1,3)"
9,13,"Bed(4,11);Chair(6,11);Bookshelf(1,5);Wardrobe(7,8)"
13,11,"Chair(10,2);Desk(8,7);Desk(6,0);Desk(8,3)"
13,8,"Bookshelf(5,6);Bookshelf(6,0);Chair(5,1);Bookshelf(2,0)"
11,9,"Table(2,7);Wardrobe(7,0);Bookshelf(7,3);Chair(2,7);Desk(5,4)"
10,14,"Bed(5,7);Bed(5,1);Chair(7,0);Table(2,3)"
10,13,"Table(2,9);Bed(0,3);Bookshelf(7,9);Bed(4,3);Chair(6,11)"
10,8,"Table(6,2);Bookshelf(8,5);Desk(1,5);Chair(0,1);Dining Table(4,4)"
11,11,"Chair(3,4);Chair(2,3);Bed(1,5);Dining Table(5,0);Table(3,6)"
8,11,"Dining Table(2,7);Wardrobe(1,3);Desk(1,7);Table(5,5);Wardrobe(2,8)"
14,8,"Sofa(10,0);Bed(7,3);Dining Table(7,3)"
13,8,"Dining Table(6,1);Chair(8,5);Wardrobe(0,2);Chair(1,4);Bookshelf(9,2)"
10,10,"Bed(3,8);Table(6,2);Bookshelf(1,8)"
11,11,"Dining Table(1,7);Bookshelf(2,9);Desk(6,1);Chair(9,8);Sofa(5,8)"
10,10,"Table(4,5);Wardrobe(4,4);Bed(3,4);Wardrobe(8,6)"
12,12,"Wardrobe(5,2);Wardrobe(10,5);Dining Table(6,9);Bookshelf(0,1)"
14,13,"Bed(4,4);Table(3,0);Table(4,7)"
8,8,"Table(5,4);Bookshelf(1,6);Table(6,5);Bed(2,2);Table(3,4)"
11,11,"Dining Table(0,2);Dining Table(1,4);Dining Table(1,7);Wardrobe(7,8)"
10,11,"Wardrobe(1,1);Dining Table(4,5);Bookshelf(1,9);Wardrobe(0,5)"
8,9,"Wardrobe(0,1);Chair(1,8);Bed(2,3);Chair(6,8)"
10,11,"Desk(0,0);Sofa(4,3);Table(6,7);Chair(3,7);Chair(6,9)"
14,11,"Chair(5,9);Bookshelf(9,2);Desk(6,1);Table(11,5)"
12,8,"Chair(7,4);Dining Table(3,5);Chair(0,4);Desk(5,1)"
10,10,"Table(2,4);Bed(0,2);Bed(2,3);Bookshelf(8,1)"
8,11,"Bed(1,3);Dining Table(3,5);Wardrobe(4,7);Bed(0,7)"
10,12,"Bookshelf(1,2);Bookshelf(2,1);Dining Table(3,0);Dining Table(3,4)"
14,9,"Dining Table(11,6);Wardrobe(0,1);Dining Table(2,5)"
13,14,"Dining Table(6,11);Bookshelf(6,4);Dining Table(3,3)"
8,12,"Chair(0,5);Dining Table(4,4);Chair(1,1);Bookshelf(1,9)"
11,12,"Chair(7,5);Table(7,8);Sofa(7,8);Table(2,8)"
12,8,"Dining Table(2,1);Bookshelf(2,6);Dining Table(2,1);Bookshelf(5,4);Desk(9,6)"
11,12,"Bed(0,8);Desk(5,4);Wardrobe(7,4);Bookshelf(4,8);Bed(6,2)"
11,9,"Chair(8,0);Bookshelf(2,2);Sofa(4,6);Table(8,6);Wardrobe(0,0)"
8,12,"Dining Table(2,2);Bed(4,9);Table(3,5)"
10,13,"Bookshelf(1,5);Dining Table(5,9);Wardrobe(8,8)"
12,11,"Sofa(8,0);Bookshelf(7,6);Bed(4,6)"
11,9,"Table(2,2);Sofa(5,7);Sofa(1,2);Chair(2,0);Bookshelf(4,2)"
14,12,"Bed(2,9);Dining Table(10,1);Bookshelf(12,0);Desk(7,5);Table(12,2)"
13,12,"Dining Table(8,7);Wardrobe(9,0);Bed(0,1);Desk(7,7)"
11,8,"Wardrobe(8,2);Bed(7,6);Bed(0,6);Table(1,5);Dining Table(4,1)"
14,14,"Chair(4,12);Bed(0,1);Dining Table(7,6);Dining Table(2,0)"
12,9,"Table(7,2);Dining Table(1,4);Sofa(0,7);Wardrobe(1,3)"
12,10,"Table(8,3);Table(2,8);Chair(8,1)"
12,9,"Chair(6,4);Desk(5,3);Dining Table(0,4);Wardrobe(0,4)"
14,12,"Dining Table(10,1);Desk(5,10);Chair(8,10);Bookshelf(7,2);Wardrobe(4,9)"
9,8,"Bookshelf(1,5);Chair(1,3);Wardrobe(2,1)"
14,14,"Desk(6,2);Dining Table(0,4);Wardrobe(11,0)"
14,11,"Bookshelf(12,2);Dining Table(7,0);Dining Table(1,4)"
